target,source,flow
01F0584N,03F0648S,4
03F1739N,01F3286N,1
01F3083S,03F3916S,4
03F2260N,01F0293N,1
01F1572S,03F1651N,1
01F2514S,03F3916S,1
03F4142N,01F1906N,2
01F1621S,03F1779S,17
03F0337S,03F1860S,13
03F3670N,03F3187N,6
01F2156N,01F0509N,3
03F2100N,01H0200N,1
01F2603S,01F3366S,6
03F0525S,01F1725S,47
03F1395N,01H0579N,4
03F0394S,03F0698S,5
01F3398N,01F0633N,3
03F0394S,03F1710S,2
01F0681S,01F0681S,879
03F2231N,03F1941N,33
01F1906S,01F2425S,58
03F2078N,03F1651N,37
01F2089S,01F3525S,8
03F3743N,01F2514N,1
03F0158S,01F2249S,3
03F2535N,03F0201N,1
01F3252N,03F3211N,3
01F0339N,03F0021N,3
01F1045N,03F0301N,10
01H0334S,01F0928S,2
03F1779S,01F1839N,3
03F3916S,03F3916S,198
01F1960N,05F0309S,6
03F0698S,01F1292S,19
03F3392N,03F2535N,2
01F3185N,01F1465N,1
01F3083S,03F3445N,3
03F0394N,05F0000S,14
03F0394S,03F1485S,10
01F0339S,03F0447N,18
01F2603N,03F0648N,3
01F3019N,03F3445S,1
01F1839S,03F2235S,3
03F2100S,01F3686S,10
03F0337S,01F0681S,31
03F1860N,03F1257N,1
01F2089S,03F3854S,7
01F0182S,03F1051S,1
03F1332S,01F1725S,21
03F0961S,03F0961S,408
01F2322N,03F2079S,5
03F0698S,01F3590S,6
01F1774N,03F0394N,74
03F0648S,03F1860S,18
01F0681S,03F1860S,2
03F2415N,03F1395N,1
03F2777N,03F0559N,2
03F3496S,01F3019N,1
01F2156S,01F2827S,1
01F3640N,03F2235S,1
03F3854N,03F3743N,80
01F2249N,01F2249N,283
03F1128S,01F3460S,1
01F2514N,03F1051N,4
01F2089S,01F2483S,20
01F0017S,01F1123S,1
03F1739N,01F1123N,3
01F2249S,01F2714S,11
01F1123S,01F1389S,42
01F2930N,03F0447N,2
01F3019N,01F1906N,7
01F1802N,01F1664N,542
03F0846S,01F2514S,1
03F0447S,03F0698S,13
01F0578S,01F3686S,13
01F3227N,01F3126N,164
03F2535N,01F0633N,2
03F0447S,03F1710S,4
03F0846S,01F3083S,1
01F2249N,01F0633N,3
03F0217S,01F3640S,1
01F0509S,03F3743S,5
01F3019N,01F0467N,2
01F0509S,03F3670S,1
03F2306N,03F2100N,51
03F4232N,01F2322N,4
01F0880S,03F3101S,2
01F1774N,01F0928N,85
03F1332S,03F2100S,6
01F0664S,01F0980S,3
01F3185N,03F3101N,8
03F3670N,01F2674N,1
03F0783N,01F0532N,1
03F3259N,03F2415N,1
01F0532S,03F2129S,4
01F1725S,01F2394S,17
03F3307N,01F1774N,1
03A0041S,03F2152S,2
03A0015S,01F2322S,3
03F2129S,03F2100S,1
03F3854N,03F1128N,1
03F0136S,01F0467S,1
01F2674N,01F0681N,1
03F2125N,03F0525N,8
01F2930N,01F2483N,13
01F1465S,03F2129S,1
03F0338N,03F0217N,282
01F1774S,03F3588S,1
01F0928N,05F0000S,1
03F0846S,01F3640S,3
01F0928S,03F4263S,1
03F0217S,01F2514S,1
03F2614S,03F2747S,6
01F2425S,01F3185S,24
03F2125N,01H0579N,1
01F1725S,01F3686S,5
03F1128S,03F1485S,32
01H0447N,03F0021N,49
01F0248S,01F0233N,2
01H0206S,03F0394S,1
03F1992N,01F0061N,2
01F0633N,01F0633N,1382
03F3101N,03F2777S,1
01F0017S,01F0681S,1
01F3019N,03F0394N,2
01F2674N,01F2322N,5
03F0961S,03F1651S,23
01F0061S,03F1739S,1
03F0783N,01H0200N,8
03F2153N,03F2100N,105
01F0578S,01F2394S,4
01F2514N,03F1633N,1
03F3259N,03F0301N,1
01F0248S,03F3916S,1
03F3307S,01F3185S,43
01F0264S,01F0509N,1
01F3126S,01F3460S,21
01F0681N,03A0041N,2
03F0961N,01F0584N,2
01F3398N,03F2078N,1
01F0182S,01F1725S,15
05F0309N,01F0155S,20
05F0528N,01H0305S,22
01H0206S,03F1022S,9
03F0337S,01F1123S,13
01F0248S,01F3286S,2
01F0264S,01F0155N,1
03F2336N,01F0584N,5
01F0557N,01F0293N,145
03F3101N,03F1941N,5
03F2985N,03F2709N,20
03F2923S,03F3496S,25
01H0206S,03F0525N,5
01H0206S,03F1128S,6
01F1572N,01F0979N,20
03F0394S,01F3460S,1
01F3286S,03F3445N,5
01F3286N,03F0559N,2
03F2923S,01F3227S,8
01F3019N,01F0928N,2
01F0633S,03F1779S,8
01F2394S,03F3101S,1
01F2322N,03F1860N,8
03F3496N,01F2827N,2
01F1774N,01F1906N,1
03F1022N,01F3590S,1
01F1774N,01F0467N,36
01F2603N,01F2156N,37
03F2100S,01F2394S,1
03F0559S,03F2194S,4
01F0182S,03F2100S,2
01F1960N,03F4018S,1
01F2322S,03F2125N,1
01F1839N,01F0256N,2
03F3588S,03F3588S,87
01H0208N,01H0200N,18
03F2066S,01F3286N,1
03F0525N,01H0163S,1
03F3259N,01F1839N,1
01F3398N,03F3445N,9
03F0136S,01F2394S,1
03F3211S,03F4232S,2
03F2079S,03F3854S,4
03F3259S,01F3686S,14
03F0301S,01F2089S,5
01F2156S,01F3252S,4
01F0980S,03F1710N,1
01F2866N,01H0200N,4
01F0557S,01F3398S,1
01F1774S,01F3398S,1
01F0248S,01F0248S,4273
01F0584N,01F0147N,1
01F0664S,03F0394N,1
03F0394N,01H0447S,1
01F2425N,01F0376N,1
01F0681N,01F2089S,1
03F3101N,01F0979N,2
01F0017S,01F0017S,102
01F3590N,03F3307N,1
03F0116N,01F1725S,4
01F2514N,01F1123N,1
01F0509S,01F1839S,7
03F2066S,01F2603S,3
01F1572S,03F1779S,10
03F1739N,03F1051N,83
03F0525S,03F4263S,3
01F0633N,01H0333N,4
01F0061S,01F3460S,1
03F2194S,03F2923S,20
01F3019N,01F1802N,17
01F1621S,03F1651N,8
03F2235S,03F2260N,2
03F1051S,01F2394S,5
01F0293S,03F1395S,1
01H0174N,01F0979N,1
03F2100N,03F0698N,11
03F0559N,01F0532N,1
03F2415S,03F3101S,3
03F1651N,03F1633N,224
03F4232N,01F3286N,43
01F0099S,01F3185S,1
03F0338N,01F0155S,16
03F0394S,03F1739S,27
01F1292N,03F0301N,2
01F0532S,01F0928S,127
03F3307N,05F0055S,1
03F0337S,03F0961S,24
05F0055N,01F0532S,2
03F2535N,01F0233N,1
03F0158S,03F1779S,4
01F0339S,03F2336S,4
01F1802S,03F2535S,9
01F0339S,01F0880S,173
01F0017S,03F1651S,1
01F2249N,01F0233N,5
03F3392N,01F3083S,1
01F1664N,03F3307S,1
01F0664N,03F0783S,2
01F2011S,03F2235S,29
03F0201N,01F0532S,1
01F0017S,03F0337S,31
01F2425N,01F2156N,52
03F3743N,01F0664N,1
03F1633S,03F2066S,15
01F0532S,03F0301N,1
01F2603N,05F0439S,3
03F0846S,01F1774S,18
03F2152S,03F3259S,2
01F1621S,01F2249S,6
01F0633S,01F0532S,1
01F0509S,01F2011S,14
01F0467N,05F0000S,1
03F2260N,03F1651N,8
01F1123S,03F1860S,2
05F0287N,01F3590S,1
01F2425N,03F0648N,3
01F2483S,01F2930S,15
03F2614N,01F1572N,1
01F0980S,01F2322S,10
03F0961N,03F0054N,1
01F0633N,03F0116S,6
03F0087S,01F0376S,8
01F2322S,01F2425S,190
01F0248S,01F0633N,1
01F0557S,03F3916S,1
01F0633N,01F0233N,171
03F1860N,01F0509N,5
03F0559N,01H0200N,7
03F0116N,03F0136S,1
01F3083N,01F1465N,3
03F0217S,01F1774S,7
03F1779S,03F2614S,6
03F0394S,01F1621N,1
03F1992N,01H0174N,1
03F2078N,01F0293N,1
03F1860S,01F2930N,1
03F1651S,03F1651S,740
01F0264S,03F3854S,1
01F0005S,03F1128S,3
03F2129S,03F3211S,11
03F1651N,03F1051N,30
03F0217S,01F0557S,11
01F0061S,01H0163S,424
03F2306S,03F3392S,2
03F0961S,01F1123S,30
01F0005S,03F1022S,3
01F2866N,03F1485N,1
03F2747S,03F2840S,66
03F0006S,01F1960S,1
01F1802S,01F2930S,15
03F1739N,03F1633N,222
01H0579S,01F2714S,2
01F1465N,01F0979N,84
01F2674N,03A0015N,1
03F1128S,03F1739S,36
01F3227N,03F2125N,18
01F1621N,03F0525S,1
03F0338N,05F0055S,6
03F1051S,01F3686S,3
03F0116S,03F0158S,6
01F0339S,03F2415S,10
03F2985S,01F3590N,2
01F3736N,01F3460N,3
03F2260N,01F2249S,2
01F0264S,01F1802S,11
01F2483N,03F1779N,1
01F3286N,01F0029N,1
03F0337S,03F1651S,10
03F3743N,03F3187N,37
05F0438N,01F0979N,2
03F1332N,03F0447N,2
03F2306S,03F3743S,11
03F0996S,03F2336S,3
01F0005S,03F0394S,49
01F0681S,01F1389S,1
03F3101S,01F3252S,1
03F0337S,03F0337S,2195
03F1128N,01F0664N,12
01F1774S,01F3286S,5
03F0116S,01F1572S,1
01F0264S,01F2483S,1
03F0136S,01F3686S,2
03F2066N,01F3126S,1
01F3525N,01F1774N,16
03F3588S,03F3916S,99
01F0061S,03F1485S,1
01F3185N,03F2231N,2
01F2089N,01F0293N,6
01F3366N,01F0293N,2
03F2153N,03F0961N,1
03F4259N,03F2066N,3
03F3101S,01F3640S,14
03F2614S,01F2249N,3
03F2100S,01F2866S,2
01F0880S,03F3743S,4
01F2827N,03F1779N,1
01F3019N,01F3590S,1
03F1944S,03F2415S,10
01F1664S,03F2840S,1
05F0528N,01F0664S,2
01F3252N,01F0750N,1
03F2336S,03F3743S,4
01F2714N,01F1123N,3
03F3392N,03F2709N,14
03F3496N,03F0846N,4
01H0447S,01F0633S,7
03F4021N,03F3916N,112
03F1022N,01F0928N,244
01F0293S,01F1960S,5
03F1332S,01F2249S,4
01F0880S,03F3670S,1
01F1725S,03F4018S,2
01F2156S,01F3083S,4
01F1664N,01F0664N,8
03F2336N,01F0633N,4
03F4021N,01F2827N,3
01F2866N,01F0339N,3
01F0155S,01F1292S,1
01H0271N,01F0099S,1
03F1710S,03F3445S,1
01F1725N,03F0394N,103
03F2129S,01F2249S,21
01F2156S,01F2514S,18
03F0337S,03F0846S,170
03F0698S,03F3445S,1
01F2425S,03F2985N,2
01F0880S,03F3392S,2
03F0961N,01F0633N,3
01F0061S,01F0509S,37
01F0467S,01F3126S,4
03F2336S,03F3392S,1
03F0136S,01F0376S,3
01F0578S,01F2866S,2
01F2425N,01F2089N,81
03F3307N,03F3307N,215
03F0961S,03F2235S,7
03F2100N,01F1960S,275
03F0301S,03F2129S,8
01F0578S,03F1215S,8
03F3496S,03F4232S,34
03F1860N,03F1332N,16
03F0698S,03F4168S,1
01F0633N,01F0584N,940
01F1664N,01F1045N,2
03F0698S,01F1906N,1
03F1022N,03F0394N,77
01F0256N,05F0309S,32
03F1710S,01F1906N,5
03F1633N,03F1633N,473
01F0293N,01F0029N,4
03F2194S,03F4232S,8
03F0698S,01F0467N,2
01F0182S,01H0579S,29
01F1725N,01F0928N,103
01F3227S,03F4232S,18
01F0099S,01H0447S,25
03F1633N,03F1051N,11
01H0333N,01H0174N,2
03F0559S,01F2714S,17
01F2011N,01F0213N,1
03F1944S,03F2336S,20
01F1045N,01F0029N,4
05F0528N,01F0005N,14
03F3211N,03F3496S,1
01F1123N,01F0681N,3
01F0467S,01H0610S,3
01F1465N,01F0509N,18
05F0438N,01F0509N,2
01F0578S,03F4142S,1
01F1725S,01F2866S,9
01F2394S,03F3743S,3
03F1779N,01F0664N,1
01F3286S,03F3496N,5
03F1022N,01F0467N,15
01F2249N,01F0584N,3
03F2447S,03F3307S,11
01F0750S,01F2603S,3
03F3259N,03F1860N,2
01F1292N,03A0041N,1
03F0559N,01F0339N,24
03F1710S,03F0394N,1
03F2535N,01F0584N,2
03F2100S,03F4018S,3
01F2674S,03F3101N,1
01F1906S,03F1739N,1
01F0413S,01F0509S,6
03F2840S,01F3460S,1
01F0339S,03F0996N,2
03F3259N,03F2447N,2
03F2923N,01F0633N,1
03F2261S,03F2066N,1
01F1960N,01F0880N,7
03F2535S,01F3286N,1
03A0041S,01F3126S,1
01F1389S,01F3460S,1
03F2066N,03F1779N,47
01F2011N,03F0559N,20
01F3366N,01F2011N,7
03F2985S,03F3854S,23
03F1860N,01F0979N,18
01F0233N,01F0061N,253
03F2100S,03F4142S,4
03F2985N,03F2535N,12
01F3126N,01F3083N,211
01F2089N,01F2011N,863
01F0005S,01F2322S,1
01F3227N,01F1292N,1
01F0017S,03F0217S,22
01F0928S,03F1779S,18
03F2923N,01F2249N,4
03F2079S,03F2777S,1
03F2447N,01F0979N,1
05F0309N,03F0150N,455
01F0980S,03F0525N,37
03F0525S,01F0532S,13
01F1621N,03F0648N,12
03F1710S,01F0928N,1
01F2156S,01F3640S,14
01F0578S,03F4018S,1
03F3916N,01F3227N,5
03F0698S,01F0928N,2
01F0980S,03F1022S,919
01F3696N,01F1389N,4
01F1465N,01F0155N,1
01F2322N,03F0301N,1
01F1725N,01F0467N,42
01F0980S,03F1128S,722
01F3590N,01F1774N,16
03A0015S,03F1128S,1
01F3252N,01F2827N,63
03F3445S,01F3185S,24
01F3460N,01F3019N,13
01H0163S,01F1045S,5
03F0525N,01F0509S,14
03F2535S,01F2603S,3
03F1161N,03F0525N,11
03A0015S,03F1022S,8
01F0147S,01F0509S,3
01H0174N,01F1802S,1
01F1839N,03F1651N,5
03F0337S,03F2235S,4
01F0099S,01F2156S,1
01F0664N,03F0559N,11
01F1906S,03F2066S,8
03F2709S,03F4263S,1
01F0532S,01F2089S,1
03F4021N,01F0750N,1
01F0293N,01F0213N,381
03F1215S,03F1332S,5
03A0041S,03F0447S,183
01F1664N,01F1292N,7
01F0155S,01F0750S,5
03F2336N,01F0233N,3
03F2152S,03F2899S,1
03F2415S,03F3743S,14
03F2447N,03F1941N,2
01F1045N,01H0208N,10
01F1621S,03F2100S,3
03F0140N,01F0155S,10
03F0961N,01F0233N,12
03F3259N,03A0041N,1
01F1389S,03F1739S,5
01F2322N,01F1839N,47
01F0681N,03F0301N,16
01F0467S,01F3019S,4
01F2394N,01H0271N,5
03A0015S,03F0394S,51
01F3398N,03F3496N,4
03F2614S,03F3916S,2
01F0256N,01F0005N,152
01F0633N,03F0054N,1
03F1651S,03F2235S,3
01F1465S,03F2079S,1
03F2614N,03F2078N,17
03F0301S,03F0301N,1
01F1802N,03F0525N,15
03F1051N,03F1051N,900
01H0447N,01H0271N,1054
01F1802N,03F1022S,12
03F2415S,03F3392S,1
01F3185N,03F2260N,3
01F0099S,05F0000S,9
03F0394S,03F2306S,5
03F0846S,01F3252S,1
01F3686S,03F3854N,6
01F3590N,03F0217N,1
01F0880S,01F1839S,6
01F2714N,01F2714N,188
03F2415N,01F2011N,21
01F3227N,03F3187N,20
03F0338N,03F0150N,247
01F0664N,01F0213N,7
01F2394N,03F1128N,1
03F1992N,03F0201N,2
03F2152S,01F3676S,1
03F3743N,03F2125N,79
01F1621S,01F1725S,470
03F0301S,01F0928S,3
03F2125N,01F1664N,5
03F1215N,01F0467N,6
01F2714N,03F1051N,4
03F0525S,03F1779S,13
01H0163S,01F1664S,3
03F0996N,03F0961N,10
01F1045N,03F0559N,65
01F0293S,03F2840S,2
03F1992N,03F2078N,1
01F2714N,03F1633N,2
03F2100S,03F2306N,2
01F0664S,01F3590S,4
03F2125N,03F1710N,16
03F0783N,01F0339N,8
01F0664N,01H0208N,15
03F1257S,03F2194S,1
01F1572N,01F0509N,3
01F3640N,01F2394N,2
01F2930N,01F2425N,10
01F1621N,05F0439S,5
01F2483S,03F3496S,1
01H0206S,01F2322S,2
01F0532S,03F2079S,1
01F1802N,01H0579N,18
03F0559S,03F0559S,1508
03F4142S,01F2089N,1
03F2235S,03F2231N,7
01F2483S,01F3227S,17
01F1664S,01F1960S,95
03F3259S,03F4018S,3
03F1215N,03F0394N,10
03F0087S,01F0467S,10
03F0217S,01F3252S,1
03F2923N,01F0233N,2
03F2260N,01F1725S,1
03F1051S,03F1215S,89
01F0681S,03F1633S,1
01F2011N,01F0029N,1
01F0029S,01F3525S,1
01F2603S,03F2415N,1
01F2603N,01F2089N,53
03F0648S,03F1633S,9
01F3126N,03F2985N,3
05F0309N,05F0309N,420
03F3259S,03F4142S,5
01F0880S,01F2011S,16
03F0116S,01H0174N,2
01F1045N,01F0213N,6
03F1051S,01F2866S,5
01F3366N,03F3259N,1
03F0525S,01F0293N,3
01F0509N,01F0467N,1693
03F2261S,03F2306S,133
03F1485S,01F1664S,23
01F3227N,01F0664N,2
01F1465S,01F2089S,3
01F3676N,01F3460N,3
01F3525N,03F3307N,5
03F0447S,03F0996S,2
03F1161N,01H0579N,2
01F1802S,03F3496S,3
03F1161S,03F1215S,8
03F1710N,01F0664N,1
03F4232N,03F2840N,5
03F2535S,01F2322N,1
01F3696N,03F2066N,7
01F3126N,03F1991S,11
03F0116N,01H0579S,20
01F2156N,01F0750N,1
03F0136S,03F1215S,1
03F1128S,03F2306S,2
03F2100S,03F2153N,1
05F0438N,01F1802S,1
01F1802S,01F3227S,44
03F1215N,01F0928N,27
03F2078N,01F0256N,4
01F1045N,03A0041N,4
01F0633S,03F2100S,3
03F1257N,03F0394N,22
01H0305S,03F2415S,1
01F2249N,01F0061N,1
03F0136S,03F2923S,1
03F1779S,01F2089S,21
01F0182S,03F1779S,2
03F3496N,03F3211N,2
01F2603N,03F2336N,2
03F2415S,01F3019S,2
03F2535N,01F0061N,1
03F0116N,01F0532S,2
01F2156N,03F1332N,3
03F2194S,01F2394S,1
05F0055N,03F2100S,1
01F2603N,03F0961N,4
03F1051S,03F2923S,4
03F0525N,05F0494S,33
03F0846N,03F0498N,13
03F2125N,01F2156S,2
01F3460N,03F2153N,4
01F0928S,03F1651N,2
03F0337S,03F1633S,9
01F0339N,01H0271N,30
01F0880S,01F3126S,1
03F2129S,01F0293N,1
01F3676N,03F2125N,1
03F2709S,03F3211S,3
01F0633S,01F1725S,45
03F1051N,01F0681N,7
03F0136S,05F0309S,109
01F2089N,03F1651N,8
01F0578S,01F0664S,242
03F2747S,03F2194N,1
03F1257N,01F0928N,18
01F0664S,01F1292S,19
01F1572N,03F0846N,2
01F3366N,03F1651N,1
01F0029S,01F1802S,2
03F4021N,01F0979N,1
01F3126N,01F1664N,4
03F0158S,01F0256N,1
03F0394S,03F0996S,3
03F3916N,01F3185N,1
01F0880S,03F2261S,3
01F0467S,03F3670S,1
01F3460N,03F2306N,1
03F4168N,03F2840N,1
03F0394N,03F0394S,1
03F4259N,01F2930N,3
01F3696N,03F0140N,2
05F0438N,01F3525S,1
01F0557N,03F1051S,2
05F0287N,01F0099N,13
01F0467S,03F3743S,1
01F3227N,03F2066S,4
05F0055N,01F1725S,1
01F3286N,03F2415N,1
01F2011N,03F2079S,13
01H0163S,05F0439S,1
01H0206S,03F1991S,7
01F0928S,01F2249S,7
01F0928N,01H0579N,213
03F2923S,01F3590S,2
03F0846N,03F0648N,345
01F0557N,03F0136S,1
01F0509N,01F0099N,9
03F0698S,01F3227S,7
01F0928N,03F1022S,1
01H0206S,01F2156S,4
01F0155N,01F0099N,387
03F1332S,03F1779S,37
01F0928N,03F0525N,11
03F3259N,01F0213N,1
01F0017S,03F0201S,9
03F1710S,01F3227S,2
03F0698S,03F3496S,2
03F3392N,03F2231N,2
01F2156N,01F0979N,8
01F0293S,01F0339N,1
01F3525N,03F0447N,6
03F1710S,03F3496S,4
03F2777N,03F2415N,13
01H0305S,03F2336S,5
03F1779S,03F2079S,114
01H0305S,01F0880S,108
01F1960N,03F0338N,9
01F1774N,03F2535S,1
01F0147S,01F0339S,2
01F0005S,01H0447S,57
01F2011N,03F1860N,93
01F3525N,01F2483N,14
01F3286N,03F0301N,1
01F1292S,01F2603S,1
01F3561S,01F3640S,23
03F0150N,03F0150N,262
01F3252N,03F1941N,1
01F2394S,01F3126S,1
01F2714N,01F2322N,19
01F3126N,03F1710N,2
03F1779N,03F1739N,24
01F0509S,03F2152S,1
03F3259N,03F0559N,2
03F0559S,01F2603S,22
01F0980S,01F3185S,29
01F0557N,01F1725S,2
01F3590S,01F3736S,12
03F1257N,01F0467N,1
01F3227S,01F3686S,217
03F2777N,03F2747N,48
01F2714S,01F2714S,210
01F0633N,01F0061N,14
01F3227N,01F2674N,71
03F0447S,03F2306S,6
03F2194S,01F3686S,6
03F2985N,03F2260N,10
03F0648S,03F2235S,3
03F2100N,01F0339N,3
01F0633S,03F1051S,13
01F0293N,03A0041N,1
01F0750S,01F2714S,1
03F3496S,01F3686S,85
03F3670N,01F3126N,2
01F3252N,03F2777S,1
01F3185N,01F3640S,1
01F2674S,01F2827S,27
03F2129S,01F2011N,10
03F0087S,01H0305S,19
01F1123N,01F1123N,484
03F3187S,01F3460S,4
03F2066S,03F2194S,198
03F0846N,05F0439S,40
03F3392N,03F3101N,53
01F0532S,03F0559N,5
03F1022N,01F0099N,1
01F2603N,03F2614N,11
03F2614N,01F0233N,1
01F0005S,03F1991S,2
03F0559S,01F3286N,1
01F0467S,01F1839S,8
03F3307N,03F0447N,2
01F3286N,01F1839N,17
03F4021N,01F3590N,2
03F2923N,03F0201N,1
01F3398N,01F0584N,2
01F3460N,01F2603N,2
03F2447S,03F3259S,3
05F0287S,05F0309S,39
01F1292N,03F0559N,15
03F0783N,01F1960S,1
01F2249N,01H0174N,2
01F2930N,01F1774N,5
03A0041S,01F2011S,5
01F0029S,01F0509N,1
03F2985S,01F3525S,8
03A0015S,01F3185S,1
01F0880S,01F3019S,4
01F2156N,03F1941N,20
01F3227N,01F2514N,7
01F1802S,03F3445S,1
03F0961S,03F1633S,5
03F3743N,05F0287S,1
01F2011N,03A0041N,2
01F0664S,01F0750S,221
03F2535S,01F2714S,2
01F1725N,01F0099N,7
01F0233N,03F0054N,16
01F3640N,03F0021N,1
05F0309N,01F0880S,5
03F0301S,03F0783S,9
03F3496N,01F1725N,1
03F1860S,01F3460S,4
03F0525N,03F0140N,62
01F1465N,03F0846N,1
01F1839N,01F0293N,1
03F0158S,03F1051S,3
01F1725S,03F2923S,3
03F1992N,01F3398S,2
01F0557N,01F0256N,229
03F2336N,03F2078N,77
01F3252N,01F0979N,4
01F3185N,03F2535N,2
03F2125N,01H0447S,1
01F1292N,01F0213N,4
01F2483S,03F4168S,2
03F2231N,01F0509N,3
01F0061S,05F0494S,6
03F3211S,03F4142S,3
01F1123S,03F2235S,1
03F3670N,03F2125N,13
01F0584N,01F0532N,720
03F4259N,03F0140N,1
01F0182S,01F0532S,7
01H0271N,05F0287S,55
03F1992N,01F3286S,3
03F0337S,01H0271N,6
01F1572S,01F1725S,197
03F2336N,03F0201N,1
03A0041S,01F1839S,1
01F0664S,03F2535S,1
05F0001N,01F0578S,3
03F1739N,03F1161N,1
01F1292N,01H0208N,4
01F0584N,01H0200N,7
01F2425N,03F0961N,1
03F1128N,01F0578S,1
01F0061S,03F0996S,1
03F1860N,01F0750N,3
03F2078N,01F1725S,1
03F1633S,01F2425S,4
01F3590N,01F2425N,10
01F0467S,01F2011S,11
01F0213N,01F0147N,479
01F2394S,01F3019S,2
01F3696N,01F2930N,64
01F0005S,05F0000S,25
05F0528N,01F0376S,18
01F0293S,03F0648S,12
01F0578S,03F2923S,3
03F0648S,03F0846S,254
05F0055N,01F0256N,1
01F1572S,03F2100S,4
01F2425S,01F2322S,1
01H0305S,03F0447N,5
01H0579N,05F0494S,6
03F1128N,05F0287S,2
03F3496N,01F0509N,2
03F0525S,01F2249S,4
01F3676N,01F3126N,1
01F2674S,01F3252S,53
03F1992N,01F0233N,6
03F3854S,03F4168S,46
01F0467N,03F0394S,2
01F0248S,01F0061N,1
01H0206S,01H0447S,746
01F2394N,03F2235S,3
03F0961N,03F0201N,6
03F2231N,01F1725N,2
03F2923N,03F2078N,11
01F0633N,01H0174N,23
01F0155S,01F3590S,2
03F2777N,01F1839N,2
01F1839N,03F1779S,2
03F2415N,03F1651N,6
03F1051N,03A0015N,1
01F0061S,01F0339S,22
01F0005S,01F2156S,1
03F2100S,03F2923S,26
03F0158S,01F1725S,18
03A0015S,01F0467S,1
01F3525S,03F4168S,5
03F1395N,05F0309S,2
01F0467S,01F0880S,173
03F0648S,03F1485S,11
01F1906S,01F2514S,25
03F2129S,01F3398S,4
01F0467S,03F2336S,4
01F1906S,01F3083S,7
03F0301N,03F0201N,46
01F3185N,03F3187N,44
01F2603S,01F2603S,618
01F0248S,01F1725S,90
03A0041S,03F2415S,1
01F3227N,03F2260N,4
03F0337S,03F1710S,2
01F2514N,03F0559N,3
03F0337S,03F0698S,2
03F0846S,03F3259S,1
03F1215N,01F0264S,1
03F0116N,01F0248S,225
01F1960N,01H0579N,7
03F0394S,03F1860S,26
01F3640S,03F4263S,64
01F1621N,03F0394N,22
01F3696N,03F0021N,2
03F3743N,03F2231N,10
01F0557N,01H0174N,28
01F0182S,01F0233N,1
01F3083N,01F1292N,1
03F0559S,03F2614S,5
03F1051S,01F2322S,2
01F0099S,05F0309S,11
03F0301S,01F2603S,2
01F1465N,01H0200N,2
01F0061S,03F0021N,5
05F0309N,01F1839S,1
01F0155N,05F0439S,17
03F0846S,03F1161S,7
03F3854N,03F2066N,14
01F3590N,01F3185N,127
03F0217S,01F0578S,2
01F0248S,03F2100S,1
01F3736N,01F3398N,6
03F4021N,01F1960S,1
01H0206S,03F1215S,5
03F0447S,01F0681S,60
03F2066N,03F0996N,1
01F0376N,01F1960S,1
03F2066S,01F2089S,2
01F2674S,03F2125N,1
01F0264S,03F0648S,17
01F2930N,03F1779N,2
03F0698S,03F0648N,1
03F2194S,01F3185S,9
01F0509S,03F0217N,1
01F3286N,03F1633N,2
03F0301S,03F0301S,1066
03F1651S,03F1710S,36
03F1860N,01F0339N,7
01F3252S,01F3525S,2
03F1128S,03F3187S,1
01F1621N,01F0928N,25
01F0182S,01F3286S,1
01F2394N,03F1739S,1
03F1710S,03F0648N,2
03F0217N,03F0116N,1
01F3227S,01F3185S,1
01F2249N,01F0256N,2
01F0681N,01F0681N,533
03F0006S,01F3525S,1
03F0394N,03F0338N,1100
03F1739N,01F0029N,1
01H0447N,03F1739S,1
03F2535N,01F0256N,1
01F0980S,01F3686S,18
01F0980S,01F2394S,13
03F0525N,03F1860S,1
03A0041S,03F2336S,2
03A0041S,01F0880S,7
01F3398S,03F4263S,2
03F0447S,01F1123S,29
03F0136S,03F1710N,1
01F2866N,01F0979N,3
03F2129S,03F3916S,9
05F0287N,01F0264S,51
01F0467S,03F2415S,3
01F3185S,03F2066N,1
01F3286N,01F2714N,12
01F1465N,01F0532N,4
01F2394N,01F1621N,3
01F0005S,01F0376S,90
03F0217N,01F0182S,4
03F3101S,01F3676S,1
01F3185N,01F0664N,3
01F0509N,05F0439S,3
03F1022N,03F0648N,63
03F1944S,03F2261S,24
01F1725N,03F0498N,4
03F0087S,03F1022S,1
01F0633N,01F0256N,75
03F3670N,03F2709N,1
01F0248S,03F1051S,8
01F0928S,01F1572S,5
01F2674N,03A0041N,1
03F2260N,01F0584N,6
03F1128S,03F1860S,24
01F0467N,01F0413N,30
03F2777S,03F3101S,1
03F0498N,01F0147N,1
01F3640N,01F2930N,88
03F0447N,01F0880S,1
01F3460N,01F3083N,23
01F1839N,01F0633N,8
01F1906S,01F3640S,19
01F1960N,03F0525N,11
03F3259N,03F2840N,7
03F0648S,01F3460S,2
01F2089N,03F2078N,3
03F4142N,03F2614N,3
03F4232N,03F4021N,103
01H0579S,03F0559N,4
03F2129S,01F3286S,2
03F1651S,03F1215N,1
05F0309N,01F2011S,5
03F2066S,03F2079S,812
01F1621N,01F0467N,11
03F0087S,03F0394S,26
03F1332S,01F3286S,1
01H0305S,03F3743S,4
01H0579N,03F0021N,9
03F1022N,03F0498N,3
01F0928N,03F0338N,9
01F1123S,03F1739S,7
